,STATION,DATE,TMAX,TMIN
980,USW00094728,2015-09-08,97,76
981,USW00094728,2015-09-09,90,76
982,USW00094728,2015-09-10,79,70
983,USW00094728,2015-09-11,81,66
984,USW00094728,2015-09-12,79,69
985,USW00094728,2015-09-13,80,62
986,USW00094728,2015-09-14,77,59
987,USW00094728,2015-09-15,84,62
988,USW00094728,2015-09-16,88,66
989,USW00094728,2015-09-17,89,68
990,USW00094728,2015-09-18,87,68
991,USW00094728,2015-09-19,83,68
992,USW00094728,2015-09-20,79,64
993,USW00094728,2015-09-21,73,59
994,USW00094728,2015-09-22,71,62
995,USW00094728,2015-09-23,80,59
996,USW00094728,2015-09-24,82,60
997,USW00094728,2015-09-25,76,63
998,USW00094728,2015-09-26,72,61
999,USW00094728,2015-09-27,71,56
1000,USW00094728,2015-09-28,78,65
1001,USW00094728,2015-09-29,83,72
1002,USW00094728,2015-09-30,79,59
1003,USW00094728,2015-10-01,64,56
1004,USW00094728,2015-10-02,57,48
1005,USW00094728,2015-10-03,55,49
1006,USW00094728,2015-10-04,63,53
1007,USW00094728,2015-10-05,67,52
1008,USW00094728,2015-10-06,73,52
1009,USW00094728,2015-10-07,73,58
1010,USW00094728,2015-10-08,72,59
1011,USW00094728,2015-10-09,78,61
1012,USW00094728,2015-10-10,65,50
1013,USW00094728,2015-10-11,69,53
1014,USW00094728,2015-10-12,77,56
1015,USW00094728,2015-10-13,72,61
1016,USW00094728,2015-10-14,69,57
1017,USW00094728,2015-10-15,64,51
1018,USW00094728,2015-10-16,64,53
1019,USW00094728,2015-10-17,56,42
1020,USW00094728,2015-10-18,50,38
1021,USW00094728,2015-10-19,53,35
1022,USW00094728,2015-10-20,70,48
1023,USW00094728,2015-10-21,76,57
1024,USW00094728,2015-10-22,75,58
1025,USW00094728,2015-10-23,65,45
1026,USW00094728,2015-10-24,57,40
1027,USW00094728,2015-10-25,68,48
1028,USW00094728,2015-10-26,58,46
1029,USW00094728,2015-10-27,59,45
1030,USW00094728,2015-10-28,69,53
1031,USW00094728,2015-10-29,73,57
1032,USW00094728,2015-10-30,61,48
1033,USW00094728,2015-10-31,56,42
1034,USW00094728,2015-11-01,65,54
1035,USW00094728,2015-11-02,63,54
1036,USW00094728,2015-11-03,72,48
1037,USW00094728,2015-11-04,70,56
1038,USW00094728,2015-11-05,71,56
1039,USW00094728,2015-11-06,74,66
1040,USW00094728,2015-11-07,72,53
1041,USW00094728,2015-11-08,56,46
1042,USW00094728,2015-11-09,59,43
1043,USW00094728,2015-11-10,57,51
1044,USW00094728,2015-11-11,58,49
1045,USW00094728,2015-11-12,61,51
1046,USW00094728,2015-11-13,58,46
1047,USW00094728,2015-11-14,49,42
1048,USW00094728,2015-11-15,58,39
1049,USW00094728,2015-11-16,67,51
1050,USW00094728,2015-11-17,52,40
1051,USW00094728,2015-11-18,58,46
1052,USW00094728,2015-11-19,64,57
1053,USW00094728,2015-11-20,64,46
1054,USW00094728,2015-11-21,53,42
1055,USW00094728,2015-11-22,55,42
1056,USW00094728,2015-11-23,44,33
1057,USW00094728,2015-11-24,46,32
1058,USW00094728,2015-11-25,50,36
1059,USW00094728,2015-11-26,60,41
1060,USW00094728,2015-11-27,64,51
1061,USW00094728,2015-11-28,64,45
1062,USW00094728,2015-11-29,49,38
1063,USW00094728,2015-11-30,47,33
1064,USW00094728,2015-12-01,51,44
1065,USW00094728,2015-12-02,57,46
1066,USW00094728,2015-12-03,55,44
1067,USW00094728,2015-12-04,51,42
1068,USW00094728,2015-12-05,51,40
1069,USW00094728,2015-12-06,53,39
1070,USW00094728,2015-12-07,54,42
1071,USW00094728,2015-12-08,49,41
1072,USW00094728,2015-12-09,55,40
1073,USW00094728,2015-12-10,60,51
1074,USW00094728,2015-12-11,61,50
1075,USW00094728,2015-12-12,66,55
1076,USW00094728,2015-12-13,67,55
1077,USW00094728,2015-12-14,67,53
1078,USW00094728,2015-12-15,68,53
1079,USW00094728,2015-12-16,53,46
1080,USW00094728,2015-12-17,59,50
1081,USW00094728,2015-12-18,57,38
1082,USW00094728,2015-12-19,40,35
1083,USW00094728,2015-12-20,43,34
1084,USW00094728,2015-12-21,56,39
1085,USW00094728,2015-12-22,62,53
1086,USW00094728,2015-12-23,64,52
1087,USW00094728,2015-12-24,72,63
1088,USW00094728,2015-12-25,66,57
1089,USW00094728,2015-12-26,59,47
1090,USW00094728,2015-12-27,61,46
1091,USW00094728,2015-12-28,46,34
1092,USW00094728,2015-12-29,46,34
1093,USW00094728,2015-12-30,48,38
1094,USW00094728,2015-12-31,48,42
1095,USW00094728,2016-01-01,42,34
1096,USW00094728,2016-01-02,40,32
1097,USW00094728,2016-01-03,45,35
1098,USW00094728,2016-01-04,36,14
1099,USW00094728,2016-01-05,29,11
1100,USW00094728,2016-01-06,41,25
1101,USW00094728,2016-01-07,46,31
1102,USW00094728,2016-01-08,46,31
1103,USW00094728,2016-01-09,47,40
1104,USW00094728,2016-01-10,59,40
1105,USW00094728,2016-01-11,40,26
1106,USW00094728,2016-01-12,44,25
1107,USW00094728,2016-01-13,30,22
1108,USW00094728,2016-01-14,38,22
1109,USW00094728,2016-01-15,51,34
1110,USW00094728,2016-01-16,52,42
1111,USW00094728,2016-01-17,42,30
1112,USW00094728,2016-01-18,31,18
1113,USW00094728,2016-01-19,28,16
1114,USW00094728,2016-01-20,37,27
1115,USW00094728,2016-01-21,36,26
1116,USW00094728,2016-01-22,30,21
1117,USW00094728,2016-01-23,27,24
1118,USW00094728,2016-01-24,35,20
1119,USW00094728,2016-01-25,39,28
1120,USW00094728,2016-01-26,48,38
1121,USW00094728,2016-01-27,47,34
1122,USW00094728,2016-01-28,42,32
1123,USW00094728,2016-01-29,41,30
1124,USW00094728,2016-01-30,39,28
1125,USW00094728,2016-01-31,56,36
1126,USW00094728,2016-02-01,59,44
1127,USW00094728,2016-02-02,50,38
1128,USW00094728,2016-02-03,59,42
1129,USW00094728,2016-02-04,59,44
1130,USW00094728,2016-02-05,44,31
1131,USW00094728,2016-02-06,40,30
1132,USW00094728,2016-02-07,47,33
1133,USW00094728,2016-02-08,39,28
1134,USW00094728,2016-02-09,36,27
1135,USW00094728,2016-02-10,39,31
1136,USW00094728,2016-02-11,31,18
1137,USW00094728,2016-02-12,27,15
1138,USW00094728,2016-02-13,22,6
1139,USW00094728,2016-02-14,15,-1
1140,USW00094728,2016-02-15,35,13
1141,USW00094728,2016-02-16,54,35
1142,USW00094728,2016-02-17,39,35
1143,USW00094728,2016-02-18,36,27
1144,USW00094728,2016-02-19,39,24
1145,USW00094728,2016-02-20,61,39
1146,USW00094728,2016-02-21,55,44
1147,USW00094728,2016-02-22,52,38
1148,USW00094728,2016-02-23,40,35
1149,USW00094728,2016-02-24,60,36
1150,USW00094728,2016-02-25,61,37
1151,USW00094728,2016-02-26,39,27
1152,USW00094728,2016-02-27,41,26
1153,USW00094728,2016-02-28,60,38
1154,USW00094728,2016-02-29,61,47
1155,USW00094728,2016-03-01,52,39
1156,USW00094728,2016-03-02,55,29
1157,USW00094728,2016-03-03,36,26
1158,USW00094728,2016-03-04,39,30
1159,USW00094728,2016-03-05,41,28
1160,USW00094728,2016-03-06,44,32
1161,USW00094728,2016-03-07,60,36
1162,USW00094728,2016-03-08,67,47
1163,USW00094728,2016-03-09,77,44
1164,USW00094728,2016-03-10,79,63
1165,USW00094728,2016-03-11,68,48
1166,USW00094728,2016-03-12,59,40
1167,USW00094728,2016-03-13,62,50
1168,USW00094728,2016-03-14,51,40
1169,USW00094728,2016-03-15,57,44
1170,USW00094728,2016-03-16,65,48
1171,USW00094728,2016-03-17,63,45
1172,USW00094728,2016-03-18,57,42
1173,USW00094728,2016-03-19,46,36
1174,USW00094728,2016-03-20,43,32
1175,USW00094728,2016-03-21,50,32
1176,USW00094728,2016-03-22,56,35
1177,USW00094728,2016-03-23,71,48
1178,USW00094728,2016-03-24,55,44
1179,USW00094728,2016-03-25,72,44
1180,USW00094728,2016-03-26,55,38
1181,USW00094728,2016-03-27,55,43
1182,USW00094728,2016-03-28,62,42
1183,USW00094728,2016-03-29,53,40
1184,USW00094728,2016-03-30,56,37
1185,USW00094728,2016-03-31,73,49
1186,USW00094728,2016-04-01,79,61
1187,USW00094728,2016-04-02,61,49
1188,USW00094728,2016-04-03,50,34
1189,USW00094728,2016-04-04,45,29
1190,USW00094728,2016-04-05,43,26
1191,USW00094728,2016-04-06,48,30
1192,USW00094728,2016-04-07,58,48
1193,USW00094728,2016-04-08,50,40
1194,USW00094728,2016-04-09,43,36
1195,USW00094728,2016-04-10,50,31
1196,USW00094728,2016-04-11,65,43
1197,USW00094728,2016-04-12,59,45
1198,USW00094728,2016-04-13,58,40
1199,USW00094728,2016-04-14,62,43
1200,USW00094728,2016-04-15,65,42
1201,USW00094728,2016-04-16,68,43
1202,USW00094728,2016-04-17,75,44
1203,USW00094728,2016-04-18,82,51
1204,USW00094728,2016-04-19,73,55
1205,USW00094728,2016-04-20,69,49
1206,USW00094728,2016-04-21,73,49
1207,USW00094728,2016-04-22,79,62
1208,USW00094728,2016-04-23,71,54
1209,USW00094728,2016-04-24,68,47
1210,USW00094728,2016-04-25,69,50
1211,USW00094728,2016-04-26,60,47
1212,USW00094728,2016-04-27,62,46
1213,USW00094728,2016-04-28,59,48
1214,USW00094728,2016-04-29,58,45
1215,USW00094728,2016-04-30,65,46
1216,USW00094728,2016-05-01,51,45
1217,USW00094728,2016-05-02,60,45
1218,USW00094728,2016-05-03,56,51
1219,USW00094728,2016-05-04,52,48
1220,USW00094728,2016-05-05,57,46
1221,USW00094728,2016-05-06,54,48
1222,USW00094728,2016-05-07,60,48
1223,USW00094728,2016-05-08,66,49
1224,USW00094728,2016-05-09,72,52
1225,USW00094728,2016-05-10,63,50
1226,USW00094728,2016-05-11,76,50
1227,USW00094728,2016-05-12,80,56
1228,USW00094728,2016-05-13,65,57
1229,USW00094728,2016-05-14,73,56
1230,USW00094728,2016-05-15,59,46
1231,USW00094728,2016-05-16,66,43
1232,USW00094728,2016-05-17,64,52
1233,USW00094728,2016-05-18,68,52
1234,USW00094728,2016-05-19,73,54
1235,USW00094728,2016-05-20,76,53
1236,USW00094728,2016-05-21,66,54
1237,USW00094728,2016-05-22,70,52
1238,USW00094728,2016-05-23,78,56
1239,USW00094728,2016-05-24,73,58
1240,USW00094728,2016-05-25,88,61
1241,USW00094728,2016-05-26,90,69
1242,USW00094728,2016-05-27,87,73
1243,USW00094728,2016-05-28,92,71
1244,USW00094728,2016-05-29,87,70
1245,USW00094728,2016-05-30,82,68
1246,USW00094728,2016-05-31,85,71
1247,USW00094728,2016-06-01,83,66
1248,USW00094728,2016-06-02,78,62
1249,USW00094728,2016-06-03,70,63
1250,USW00094728,2016-06-04,83,66
1251,USW00094728,2016-06-05,71,65
1252,USW00094728,2016-06-06,83,65
1253,USW00094728,2016-06-07,85,64
1254,USW00094728,2016-06-08,67,52
1255,USW00094728,2016-06-09,71,54
1256,USW00094728,2016-06-10,77,57
1257,USW00094728,2016-06-11,88,59
1258,USW00094728,2016-06-12,83,62
1259,USW00094728,2016-06-13,74,57
1260,USW00094728,2016-06-14,79,58
1261,USW00094728,2016-06-15,85,62
1262,USW00094728,2016-06-16,74,65
1263,USW00094728,2016-06-17,78,63
1264,USW00094728,2016-06-18,87,61
1265,USW00094728,2016-06-19,88,66
1266,USW00094728,2016-06-20,84,64
1267,USW00094728,2016-06-21,87,72
1268,USW00094728,2016-06-22,86,68
1269,USW00094728,2016-06-23,83,69
1270,USW00094728,2016-06-24,84,67
1271,USW00094728,2016-06-25,86,64
1272,USW00094728,2016-06-26,87,67
1273,USW00094728,2016-06-27,83,67
1274,USW00094728,2016-06-28,76,68
1275,USW00094728,2016-06-29,83,67
1276,USW00094728,2016-06-30,85,67
1277,USW00094728,2016-07-01,79,66
1278,USW00094728,2016-07-02,76,63
1279,USW00094728,2016-07-03,78,64
1280,USW00094728,2016-07-04,84,66
1281,USW00094728,2016-07-05,86,69
1282,USW00094728,2016-07-06,91,75
1283,USW00094728,2016-07-07,89,77
1284,USW00094728,2016-07-08,86,67
1285,USW00094728,2016-07-09,72,65
1286,USW00094728,2016-07-10,80,66
1287,USW00094728,2016-07-11,81,65
1288,USW00094728,2016-07-12,82,68
1289,USW00094728,2016-07-13,85,71
1290,USW00094728,2016-07-14,88,73
1291,USW00094728,2016-07-15,88,79
1292,USW00094728,2016-07-16,90,75
1293,USW00094728,2016-07-17,89,75
1294,USW00094728,2016-07-18,93,72
1295,USW00094728,2016-07-19,83,73
1296,USW00094728,2016-07-20,85,68
1297,USW00094728,2016-07-21,90,71
1298,USW00094728,2016-07-22,94,74
1299,USW00094728,2016-07-23,96,80
1300,USW00094728,2016-07-24,94,75
1301,USW00094728,2016-07-25,93,73
1302,USW00094728,2016-07-26,89,72
1303,USW00094728,2016-07-27,91,74
1304,USW00094728,2016-07-28,95,75
1305,USW00094728,2016-07-29,85,69
1306,USW00094728,2016-07-30,84,73
1307,USW00094728,2016-07-31,78,71
1308,USW00094728,2016-08-01,80,69
1309,USW00094728,2016-08-02,79,68
1310,USW00094728,2016-08-03,80,66
1311,USW00094728,2016-08-04,81,67
1312,USW00094728,2016-08-05,83,69
1313,USW00094728,2016-08-06,87,72
1314,USW00094728,2016-08-07,86,70
1315,USW00094728,2016-08-08,86,71
1316,USW00094728,2016-08-09,87,71
1317,USW00094728,2016-08-10,86,75
1318,USW00094728,2016-08-11,91,74
1319,USW00094728,2016-08-12,93,73
1320,USW00094728,2016-08-13,96,81
1321,USW00094728,2016-08-14,94,78
1322,USW00094728,2016-08-15,92,77
1323,USW00094728,2016-08-16,87,78
1324,USW00094728,2016-08-17,85,77
1325,USW00094728,2016-08-18,85,72
1326,USW00094728,2016-08-19,88,74
1327,USW00094728,2016-08-20,83,70
1328,USW00094728,2016-08-21,86,73
1329,USW00094728,2016-08-22,79,65
1330,USW00094728,2016-08-23,82,61
1331,USW00094728,2016-08-24,88,68
1332,USW00094728,2016-08-25,86,69
1333,USW00094728,2016-08-26,90,75
1334,USW00094728,2016-08-27,89,73
1335,USW00094728,2016-08-28,89,72
1336,USW00094728,2016-08-29,91,74
1337,USW00094728,2016-08-30,86,69
1338,USW00094728,2016-08-31,89,74
1339,USW00094728,2016-09-01,79,69
1340,USW00094728,2016-09-02,81,66
1341,USW00094728,2016-09-03,75,66
1342,USW00094728,2016-09-04,80,65
1343,USW00094728,2016-09-05,84,65
1344,USW00094728,2016-09-06,80,71
1345,USW00094728,2016-09-07,85,71
1346,USW00094728,2016-09-08,89,71
1347,USW00094728,2016-09-09,91,75
1348,USW00094728,2016-09-10,90,74
1349,USW00094728,2016-09-11,83,67
1350,USW00094728,2016-09-12,78,62
1351,USW00094728,2016-09-13,83,64
1352,USW00094728,2016-09-14,91,67
1353,USW00094728,2016-09-15,74,61
1354,USW00094728,2016-09-16,73,61
1355,USW00094728,2016-09-17,77,59
1356,USW00094728,2016-09-18,82,70
1357,USW00094728,2016-09-19,76,69
1358,USW00094728,2016-09-20,82,68
1359,USW00094728,2016-09-21,84,68
1360,USW00094728,2016-09-22,86,65
1361,USW00094728,2016-09-23,87,64
1362,USW00094728,2016-09-24,71,58
1363,USW00094728,2016-09-25,70,54
1364,USW00094728,2016-09-26,74,54
1365,USW00094728,2016-09-27,74,64
1366,USW00094728,2016-09-28,69,56
1367,USW00094728,2016-09-29,64,57
1368,USW00094728,2016-09-30,59,56
1369,USW00094728,2016-10-01,62,56
1370,USW00094728,2016-10-02,63,57
1371,USW00094728,2016-10-03,72,60
1372,USW00094728,2016-10-04,69,60
1373,USW00094728,2016-10-05,67,53
1374,USW00094728,2016-10-06,73,55
1375,USW00094728,2016-10-07,75,57
1376,USW00094728,2016-10-08,68,58
1377,USW00094728,2016-10-09,65,51
1378,USW00094728,2016-10-10,64,47
1379,USW00094728,2016-10-11,63,46
1380,USW00094728,2016-10-12,66,53
1381,USW00094728,2016-10-13,67,53
1382,USW00094728,2016-10-14,62,47
1383,USW00094728,2016-10-15,65,45
1384,USW00094728,2016-10-16,69,53
1385,USW00094728,2016-10-17,81,63
1386,USW00094728,2016-10-18,81,67
1387,USW00094728,2016-10-19,85,65
1388,USW00094728,2016-10-20,70,62
1389,USW00094728,2016-10-21,69,57
1390,USW00094728,2016-10-22,57,47
1391,USW00094728,2016-10-23,61,45
1392,USW00094728,2016-10-24,62,47
1393,USW00094728,2016-10-25,52,43
1394,USW00094728,2016-10-26,51,38
1395,USW00094728,2016-10-27,55,40
1396,USW00094728,2016-10-28,51,42
1397,USW00094728,2016-10-29,64,39
1398,USW00094728,2016-10-30,76,54
1399,USW00094728,2016-10-31,54,44
1400,USW00094728,2016-11-01,58,40
1401,USW00094728,2016-11-02,70,54
1402,USW00094728,2016-11-03,72,57
1403,USW00094728,2016-11-04,61,47
1404,USW00094728,2016-11-05,62,44
1405,USW00094728,2016-11-06,59,45
1406,USW00094728,2016-11-07,53,41
1407,USW00094728,2016-11-08,66,41
1408,USW00094728,2016-11-09,59,49
1409,USW00094728,2016-11-10,56,40
1410,USW00094728,2016-11-11,63,41
1411,USW00094728,2016-11-12,50,37
1412,USW00094728,2016-11-13,61,41
1413,USW00094728,2016-11-14,62,46
1414,USW00094728,2016-11-15,56,47
1415,USW00094728,2016-11-16,61,45
1416,USW00094728,2016-11-17,61,49
1417,USW00094728,2016-11-18,64,44
1418,USW00094728,2016-11-19,63,37
1419,USW00094728,2016-11-20,42,34
1420,USW00094728,2016-11-21,41,36
1421,USW00094728,2016-11-22,41,37
1422,USW00094728,2016-11-23,45,35
1423,USW00094728,2016-11-24,48,38
1424,USW00094728,2016-11-25,54,45
1425,USW00094728,2016-11-26,50,40
1426,USW00094728,2016-11-27,50,39
1427,USW00094728,2016-11-28,52,38
1428,USW00094728,2016-11-29,60,51
1429,USW00094728,2016-11-30,58,50
1430,USW00094728,2016-12-01,54,42
1431,USW00094728,2016-12-02,51,40
1432,USW00094728,2016-12-03,47,41
1433,USW00094728,2016-12-04,47,39
1434,USW00094728,2016-12-05,49,38
1435,USW00094728,2016-12-06,46,37
1436,USW00094728,2016-12-07,46,40
1437,USW00094728,2016-12-08,45,35
1438,USW00094728,2016-12-09,39,29
1439,USW00094728,2016-12-10,35,28
1440,USW00094728,2016-12-11,35,28
1441,USW00094728,2016-12-12,46,34
1442,USW00094728,2016-12-13,43,35
1443,USW00094728,2016-12-14,42,34
1444,USW00094728,2016-12-15,34,19
1445,USW00094728,2016-12-16,27,17
1446,USW00094728,2016-12-17,39,24
1447,USW00094728,2016-12-18,58,31
1448,USW00094728,2016-12-19,31,23
1449,USW00094728,2016-12-20,33,20
1450,USW00094728,2016-12-21,40,30
1451,USW00094728,2016-12-22,49,37
1452,USW00094728,2016-12-23,47,38
1453,USW00094728,2016-12-24,47,38
1454,USW00094728,2016-12-25,50,36
1455,USW00094728,2016-12-26,50,33
1456,USW00094728,2016-12-27,60,40
1457,USW00094728,2016-12-28,40,34
1458,USW00094728,2016-12-29,46,33
1459,USW00094728,2016-12-30,40,33
1460,USW00094728,2016-12-31,44,31
1461,USW00094728,2017-01-01,48,40
1462,USW00094728,2017-01-02,41,37
1463,USW00094728,2017-01-03,43,39
1464,USW00094728,2017-01-04,52,34
1465,USW00094728,2017-01-05,34,27
1466,USW00094728,2017-01-06,33,25
1467,USW00094728,2017-01-07,26,20
1468,USW00094728,2017-01-08,25,16
1469,USW00094728,2017-01-09,23,14
1470,USW00094728,2017-01-10,46,21
1471,USW00094728,2017-01-11,52,42
1472,USW00094728,2017-01-12,66,47
1473,USW00094728,2017-01-13,62,32
1474,USW00094728,2017-01-14,34,28
1475,USW00094728,2017-01-15,38,30
1476,USW00094728,2017-01-16,43,30
1477,USW00094728,2017-01-17,42,38
1478,USW00094728,2017-01-18,41,38
1479,USW00094728,2017-01-19,49,39
1480,USW00094728,2017-01-20,45,40
1481,USW00094728,2017-01-21,49,41
1482,USW00094728,2017-01-22,48,43
1483,USW00094728,2017-01-23,44,36
1484,USW00094728,2017-01-24,38,35
1485,USW00094728,2017-01-25,51,36
1486,USW00094728,2017-01-26,56,43
1487,USW00094728,2017-01-27,43,36
1488,USW00094728,2017-01-28,39,34
1489,USW00094728,2017-01-29,43,35
1490,USW00094728,2017-01-30,37,30
1491,USW00094728,2017-01-31,34,26
1492,USW00094728,2017-02-01,47,33
1493,USW00094728,2017-02-02,45,32
1494,USW00094728,2017-02-03,33,26
1495,USW00094728,2017-02-04,34,22
1496,USW00094728,2017-02-05,43,31
1497,USW00094728,2017-02-06,49,36
1498,USW00094728,2017-02-07,42,36
1499,USW00094728,2017-02-08,62,38
1500,USW00094728,2017-02-09,44,19
1501,USW00094728,2017-02-10,32,19
1502,USW00094728,2017-02-11,48,30
1503,USW00094728,2017-02-12,40,30
1504,USW00094728,2017-02-13,39,31
1505,USW00094728,2017-02-14,41,28
1506,USW00094728,2017-02-15,47,35
1507,USW00094728,2017-02-16,35,28
1508,USW00094728,2017-02-17,41,26
1509,USW00094728,2017-02-18,63,35
1510,USW00094728,2017-02-19,65,53
1511,USW00094728,2017-02-20,55,39
1512,USW00094728,2017-02-21,47,34
1513,USW00094728,2017-02-22,57,42
1514,USW00094728,2017-02-23,65,44
1515,USW00094728,2017-02-24,70,58
1516,USW00094728,2017-02-25,63,44
1517,USW00094728,2017-02-26,44,36
1518,USW00094728,2017-02-27,54,35
1519,USW00094728,2017-02-28,59,47
1520,USW00094728,2017-03-01,70,54
1521,USW00094728,2017-03-02,64,35
1522,USW00094728,2017-03-03,39,24
1523,USW00094728,2017-03-04,30,17
1524,USW00094728,2017-03-05,37,14
1525,USW00094728,2017-03-06,45,26
1526,USW00094728,2017-03-07,56,42
1527,USW00094728,2017-03-08,59,47
1528,USW00094728,2017-03-09,61,47
1529,USW00094728,2017-03-10,47,23
1530,USW00094728,2017-03-11,29,17
1531,USW00094728,2017-03-12,29,19
1532,USW00094728,2017-03-13,36,20
1533,USW00094728,2017-03-14,32,21
1534,USW00094728,2017-03-15,26,20
1535,USW00094728,2017-03-16,39,24
1536,USW00094728,2017-03-17,47,29
1537,USW00094728,2017-03-18,39,34
1538,USW00094728,2017-03-19,47,34
1539,USW00094728,2017-03-20,52,33
1540,USW00094728,2017-03-21,59,42
1541,USW00094728,2017-03-22,50,24
1542,USW00094728,2017-03-23,42,23
1543,USW00094728,2017-03-24,57,36
1544,USW00094728,2017-03-25,62,42
1545,USW00094728,2017-03-26,42,37
1546,USW00094728,2017-03-27,53,37
1547,USW00094728,2017-03-28,46,41
1548,USW00094728,2017-03-29,60,42
1549,USW00094728,2017-03-30,52,38
1550,USW00094728,2017-03-31,43,37
1551,USW00094728,2017-04-01,48,37
1552,USW00094728,2017-04-02,63,40
1553,USW00094728,2017-04-03,63,48
1554,USW00094728,2017-04-04,51,45
1555,USW00094728,2017-04-05,65,45
1556,USW00094728,2017-04-06,53,40
1557,USW00094728,2017-04-07,51,40
1558,USW00094728,2017-04-08,57,40
1559,USW00094728,2017-04-09,67,45
1560,USW00094728,2017-04-10,74,53
1561,USW00094728,2017-04-11,80,61
1562,USW00094728,2017-04-12,76,58
1563,USW00094728,2017-04-13,65,48
1564,USW00094728,2017-04-14,66,48
1565,USW00094728,2017-04-15,65,51
1566,USW00094728,2017-04-16,87,59
1567,USW00094728,2017-04-17,74,58
1568,USW00094728,2017-04-18,65,47
1569,USW00094728,2017-04-19,54,45
1570,USW00094728,2017-04-20,66,50
1571,USW00094728,2017-04-21,53,48
1572,USW00094728,2017-04-22,57,49
1573,USW00094728,2017-04-23,66,46
1574,USW00094728,2017-04-24,60,48
1575,USW00094728,2017-04-25,54,49
1576,USW00094728,2017-04-26,60,53
1577,USW00094728,2017-04-27,70,57
1578,USW00094728,2017-04-28,85,58
1579,USW00094728,2017-04-29,85,64
1580,USW00094728,2017-04-30,67,52
1581,USW00094728,2017-05-01,74,49
1582,USW00094728,2017-05-02,75,62
1583,USW00094728,2017-05-03,65,51
1584,USW00094728,2017-05-04,64,47
1585,USW00094728,2017-05-05,59,51
1586,USW00094728,2017-05-06,67,52
1587,USW00094728,2017-05-07,56,47
1588,USW00094728,2017-05-08,57,44
1589,USW00094728,2017-05-09,63,47
1590,USW00094728,2017-05-10,63,49
1591,USW00094728,2017-05-11,62,51
1592,USW00094728,2017-05-12,65,48
1593,USW00094728,2017-05-13,53,45
1594,USW00094728,2017-05-14,67,46
1595,USW00094728,2017-05-15,68,53
1596,USW00094728,2017-05-16,79,56
1597,USW00094728,2017-05-17,90,65
1598,USW00094728,2017-05-18,92,75
1599,USW00094728,2017-05-19,91,66
1600,USW00094728,2017-05-20,65,55
1601,USW00094728,2017-05-21,69,52
1602,USW00094728,2017-05-22,61,53
1603,USW00094728,2017-05-23,69,56
1604,USW00094728,2017-05-24,69,56
1605,USW00094728,2017-05-25,59,56
1606,USW00094728,2017-05-26,73,56
1607,USW00094728,2017-05-27,71,59
1608,USW00094728,2017-05-28,71,58
1609,USW00094728,2017-05-29,61,56
1610,USW00094728,2017-05-30,60,55
1611,USW00094728,2017-05-31,75,58
1612,USW00094728,2017-06-01,79,59
1613,USW00094728,2017-06-02,76,57
1614,USW00094728,2017-06-03,73,55
1615,USW00094728,2017-06-04,70,56
1616,USW00094728,2017-06-05,67,58
1617,USW00094728,2017-06-06,58,52
1618,USW00094728,2017-06-07,67,51
1619,USW00094728,2017-06-08,69,55
1620,USW00094728,2017-06-09,80,53
1621,USW00094728,2017-06-10,85,66
1622,USW00094728,2017-06-11,90,72
1623,USW00094728,2017-06-12,93,76
1624,USW00094728,2017-06-13,94,77
1625,USW00094728,2017-06-14,84,69
1626,USW00094728,2017-06-15,76,64
1627,USW00094728,2017-06-16,68,63
1628,USW00094728,2017-06-17,74,66
1629,USW00094728,2017-06-18,85,70
1630,USW00094728,2017-06-19,88,70
1631,USW00094728,2017-06-20,83,71
1632,USW00094728,2017-06-21,83,71
1633,USW00094728,2017-06-22,83,68
1634,USW00094728,2017-06-23,83,76
1635,USW00094728,2017-06-24,84,71
1636,USW00094728,2017-06-25,83,68
1637,USW00094728,2017-06-26,79,64
1638,USW00094728,2017-06-27,77,60
1639,USW00094728,2017-06-28,78,61
1640,USW00094728,2017-06-29,82,68
1641,USW00094728,2017-06-30,88,73
1642,USW00094728,2017-07-01,85,71
1643,USW00094728,2017-07-02,87,72
1644,USW00094728,2017-07-03,88,71
1645,USW00094728,2017-07-04,85,70
1646,USW00094728,2017-07-05,85,70
1647,USW00094728,2017-07-06,77,71
1648,USW00094728,2017-07-07,80,68
1649,USW00094728,2017-07-08,84,69
1650,USW00094728,2017-07-09,81,67
1651,USW00094728,2017-07-10,84,68
1652,USW00094728,2017-07-11,85,75
1653,USW00094728,2017-07-12,88,77
1654,USW00094728,2017-07-13,90,73
1655,USW00094728,2017-07-14,73,65
1656,USW00094728,2017-07-15,84,68
1657,USW00094728,2017-07-16,87,68
1658,USW00094728,2017-07-17,85,73
1659,USW00094728,2017-07-18,88,73
1660,USW00094728,2017-07-19,92,77
1661,USW00094728,2017-07-20,94,77
1662,USW00094728,2017-07-21,92,76
1663,USW00094728,2017-07-22,92,71
1664,USW00094728,2017-07-23,79,71
1665,USW00094728,2017-07-24,73,63
1666,USW00094728,2017-07-25,71,62
1667,USW00094728,2017-07-26,77,65
1668,USW00094728,2017-07-27,78,65
1669,USW00094728,2017-07-28,85,71
1670,USW00094728,2017-07-29,77,67
1671,USW00094728,2017-07-30,82,64
1672,USW00094728,2017-07-31,88,66
1673,USW00094728,2017-08-01,92,71
1674,USW00094728,2017-08-02,86,69
1675,USW00094728,2017-08-03,87,68
1676,USW00094728,2017-08-04,84,69
1677,USW00094728,2017-08-05,78,69
1678,USW00094728,2017-08-06,76,64
1679,USW00094728,2017-08-07,71,64
