STATION,DATE,TMAX,TMIN
USW00094728,10/10/17,81,66
USW00094728,10/11/17,77,60
USW00094728,10/12/17,64,55
USW00094728,10/13/17,67,52
USW00094728,10/14/17,72,61
USW00094728,10/15/17,74,65
USW00094728,10/16/17,69,46
USW00094728,10/17/17,58,42
USW00094728,10/18/17,72,50
USW00094728,10/19/17,71,56
USW00094728,10/20/17,73,57
USW00094728,10/21/17,78,56
USW00094728,10/22/17,76,57
USW00094728,10/23/17,74,61
USW00094728,10/24/17,74,67
USW00094728,10/25/17,67,57
USW00094728,10/26/17,58,50
USW00094728,10/27/17,62,47
USW00094728,10/28/17,69,55
USW00094728,10/29/17,67,60
USW00094728,10/30/17,61,46
USW00094728,10/31/17,57,45
USW00094728,11/1/17,59,43
USW00094728,11/2/17,72,58
USW00094728,11/3/17,74,51
USW00094728,11/4/17,56,46
USW00094728,11/5/17,61,51
USW00094728,11/6/17,66,46
USW00094728,11/7/17,49,40
USW00094728,11/8/17,49,39
USW00094728,11/9/17,55,39
USW00094728,11/10/17,51,25
USW00094728,11/11/17,38,24
USW00094728,11/12/17,46,32
USW00094728,11/13/17,47,39
USW00094728,11/14/17,48,35
USW00094728,11/15/17,51,37
USW00094728,11/16/17,57,43
USW00094728,11/17/17,47,37
USW00094728,11/18/17,56,34
USW00094728,11/19/17,59,38
USW00094728,11/20/17,47,36
USW00094728,11/21/17,58,42
USW00094728,11/22/17,56,35
USW00094728,11/23/17,43,31
USW00094728,11/24/17,50,35
USW00094728,11/25/17,57,43
USW00094728,11/26/17,51,40
USW00094728,11/27/17,51,39
USW00094728,11/28/17,54,36
USW00094728,11/29/17,63,42
USW00094728,11/30/17,53,38
USW00094728,12/1/17,52,42
USW00094728,12/2/17,48,39
USW00094728,12/3/17,48,42
USW00094728,12/4/17,51,40
USW00094728,12/5/17,61,50
USW00094728,12/6/17,59,40
USW00094728,12/7/17,44,37
USW00094728,12/8/17,39,34
USW00094728,12/9/17,35,30
USW00094728,12/10/17,39,29
USW00094728,12/11/17,41,33
USW00094728,12/12/17,50,29
USW00094728,12/13/17,31,20
USW00094728,12/14/17,32,22
USW00094728,12/15/17,28,20
USW00094728,12/16/17,39,23
USW00094728,12/17/17,38,32
USW00094728,12/18/17,47,34
USW00094728,12/19/17,55,45
USW00094728,12/20/17,51,34
USW00094728,12/21/17,39,32
USW00094728,12/22/17,50,35
USW00094728,12/23/17,48,38
USW00094728,12/24/17,41,36
USW00094728,12/25/17,38,28
USW00094728,12/26/17,28,23
USW00094728,12/27/17,24,17
USW00094728,12/28/17,18,11
USW00094728,12/29/17,22,11
USW00094728,12/30/17,23,17
USW00094728,12/31/17,21,9
USW00094728,1/1/18,19,7
USW00094728,1/2/18,26,13
USW00094728,1/3/18,30,16
USW00094728,1/4/18,29,19
USW00094728,1/5/18,19,9
USW00094728,1/6/18,13,6
USW00094728,1/7/18,18,5
USW00094728,1/8/18,31,17
USW00094728,1/9/18,44,30
USW00094728,1/10/18,43,30
USW00094728,1/11/18,53,41
USW00094728,1/12/18,61,44
USW00094728,1/13/18,58,19
USW00094728,1/14/18,25,15
USW00094728,1/15/18,30,16
USW00094728,1/16/18,36,25
USW00094728,1/17/18,36,22
USW00094728,1/18/18,32,18
USW00094728,1/19/18,41,24
USW00094728,1/20/18,52,38
USW00094728,1/21/18,50,42
USW00094728,1/22/18,49,38
USW00094728,1/23/18,60,38
USW00094728,1/24/18,44,27
USW00094728,1/25/18,34,23
USW00094728,1/26/18,38,26
USW00094728,1/27/18,56,35
USW00094728,1/28/18,55,46
USW00094728,1/29/18,47,35
USW00094728,1/30/18,36,24
USW00094728,1/31/18,33,18
USW00094728,2/1/18,45,32
USW00094728,2/2/18,41,17
USW00094728,2/3/18,31,16
USW00094728,2/4/18,46,30
USW00094728,2/5/18,40,26
USW00094728,2/6/18,37,26
USW00094728,2/7/18,45,30
USW00094728,2/8/18,33,25
USW00094728,2/9/18,39,26
USW00094728,2/10/18,50,39
USW00094728,2/11/18,62,45
USW00094728,2/12/18,62,32
USW00094728,2/13/18,38,26
USW00094728,2/14/18,53,35
USW00094728,2/15/18,62,46
USW00094728,2/16/18,58,36
USW00094728,2/17/18,40,28
USW00094728,2/18/18,44,33
USW00094728,2/19/18,49,36
USW00094728,2/20/18,67,47
USW00094728,2/21/18,78,55
USW00094728,2/22/18,59,37
USW00094728,2/23/18,42,36
USW00094728,2/24/18,55,42
USW00094728,2/25/18,44,40
USW00094728,2/26/18,52,43
USW00094728,2/27/18,56,39
USW00094728,2/28/18,61,42
USW00094728,3/1/18,60,44
USW00094728,3/2/18,44,34
USW00094728,3/3/18,49,36
USW00094728,3/4/18,44,34
USW00094728,3/5/18,43,33
USW00094728,3/6/18,47,32
USW00094728,3/7/18,39,33
USW00094728,3/8/18,39,33
USW00094728,3/9/18,42,30
USW00094728,3/10/18,40,31
USW00094728,3/11/18,45,32
USW00094728,3/12/18,43,32
USW00094728,3/13/18,40,33
USW00094728,3/14/18,41,31
USW00094728,3/15/18,48,32
USW00094728,3/16/18,40,30
USW00094728,3/17/18,48,27
USW00094728,3/18/18,43,28
USW00094728,3/19/18,47,33
USW00094728,3/20/18,39,30
USW00094728,3/21/18,39,31
USW00094728,3/22/18,50,32
USW00094728,3/23/18,49,35
USW00094728,3/24/18,51,35
USW00094728,3/25/18,45,33
USW00094728,3/26/18,50,34
USW00094728,3/27/18,47,34
USW00094728,3/28/18,52,38
USW00094728,3/29/18,53,49
USW00094728,3/30/18,62,44
USW00094728,3/31/18,58,39
USW00094728,4/1/18,60,43
USW00094728,4/2/18,43,33
USW00094728,4/3/18,43,39
USW00094728,4/4/18,56,40
USW00094728,4/5/18,45,34
USW00094728,4/6/18,62,37
USW00094728,4/7/18,49,37
USW00094728,4/8/18,46,32
USW00094728,4/9/18,49,32
USW00094728,4/10/18,51,38
USW00094728,4/11/18,51,37
USW00094728,4/12/18,63,46
USW00094728,4/13/18,82,60
USW00094728,4/14/18,77,44
USW00094728,4/15/18,44,38
USW00094728,4/16/18,60,39
USW00094728,4/17/18,47,39
USW00094728,4/18/18,55,37
USW00094728,4/19/18,49,38
USW00094728,4/20/18,50,37
USW00094728,4/21/18,63,39
USW00094728,4/22/18,67,44
USW00094728,4/23/18,68,46
USW00094728,4/24/18,66,46
USW00094728,4/25/18,60,52
USW00094728,4/26/18,70,55
USW00094728,4/27/18,59,51
USW00094728,4/28/18,68,50
USW00094728,4/29/18,59,47
USW00094728,4/30/18,51,44
USW00094728,5/1/18,80,48
USW00094728,5/2/18,90,65
USW00094728,5/3/18,92,70
USW00094728,5/4/18,84,72
USW00094728,5/5/18,76,61
USW00094728,5/6/18,66,56
USW00094728,5/7/18,77,54
USW00094728,5/8/18,74,53
USW00094728,5/9/18,77,54
USW00094728,5/10/18,66,54
USW00094728,5/11/18,73,60
USW00094728,5/12/18,63,51
USW00094728,5/13/18,54,52
USW00094728,5/14/18,71,52
USW00094728,5/15/18,88,61
USW00094728,5/16/18,64,56
USW00094728,5/17/18,71,56
USW00094728,5/18/18,67,56
USW00094728,5/19/18,56,49
USW00094728,5/20/18,81,56
USW00094728,5/21/18,79,58
USW00094728,5/22/18,68,55
USW00094728,5/23/18,81,59
USW00094728,5/24/18,83,63
USW00094728,5/25/18,86,65
USW00094728,5/26/18,89,72
USW00094728,5/27/18,80,56
USW00094728,5/28/18,69,56
USW00094728,5/29/18,89,63
USW00094728,5/30/18,78,61
USW00094728,5/31/18,68,63
USW00094728,6/1/18,81,65
USW00094728,6/2/18,87,66
USW00094728,6/3/18,66,51
USW00094728,6/4/18,71,51
USW00094728,6/5/18,75,58
USW00094728,6/6/18,71,58
USW00094728,6/7/18,71,60
USW00094728,6/8/18,82,60
USW00094728,6/9/18,83,67
USW00094728,6/10/18,73,58
USW00094728,6/11/18,73,58
USW00094728,6/12/18,75,57
USW00094728,6/13/18,78,63
USW00094728,6/14/18,84,67
USW00094728,6/15/18,76,63
USW00094728,6/16/18,85,64
USW00094728,6/17/18,91,66
USW00094728,6/18/18,91,73
USW00094728,6/19/18,88,75
USW00094728,6/20/18,83,69
USW00094728,6/21/18,83,65
USW00094728,6/22/18,75,62
USW00094728,6/23/18,66,62
USW00094728,6/24/18,84,66
USW00094728,6/25/18,81,67
USW00094728,6/26/18,78,61
USW00094728,6/27/18,73,66
USW00094728,6/28/18,83,70
USW00094728,6/29/18,89,70
USW00094728,6/30/18,93,72
USW00094728,7/1/18,96,79
USW00094728,7/2/18,95,79
USW00094728,7/3/18,92,77
USW00094728,7/4/18,86,77
USW00094728,7/5/18,90,76
USW00094728,7/6/18,80,69
USW00094728,7/7/18,78,62
USW00094728,7/8/18,84,62
USW00094728,7/9/18,87,67
USW00094728,7/10/18,93,72
USW00094728,7/11/18,88,74
USW00094728,7/12/18,84,64
USW00094728,7/13/18,84,68
USW00094728,7/14/18,88,70
USW00094728,7/15/18,83,69
USW00094728,7/16/18,90,75
USW00094728,7/17/18,88,70
USW00094728,7/18/18,85,66
USW00094728,7/19/18,83,66
USW00094728,7/20/18,82,69
USW00094728,7/21/18,79,65
USW00094728,7/22/18,79,70
USW00094728,7/23/18,80,73
USW00094728,7/24/18,82,75
USW00094728,7/25/18,77,72
USW00094728,7/26/18,85,72
USW00094728,7/27/18,86,68
USW00094728,7/28/18,85,70
USW00094728,7/29/18,82,70
USW00094728,7/30/18,78,68
USW00094728,7/31/18,82,68
USW00094728,8/1/18,84,74
USW00094728,8/2/18,86,76
USW00094728,8/3/18,85,73
USW00094728,8/4/18,84,72
USW00094728,8/5/18,91,73
USW00094728,8/6/18,92,77
USW00094728,8/7/18,90,74
USW00094728,8/8/18,90,76
USW00094728,8/9/18,86,73
USW00094728,8/10/18,86,72
USW00094728,8/11/18,80,70
USW00094728,8/12/18,84,72
USW00094728,8/13/18,75,71
USW00094728,8/14/18,82,71
USW00094728,8/15/18,86,70
USW00094728,8/16/18,88,76
USW00094728,8/17/18,87,72
USW00094728,8/18/18,85,71
USW00094728,8/19/18,72,67
USW00094728,8/20/18,74,67
USW00094728,8/21/18,79,66
USW00094728,8/22/18,82,71
USW00094728,8/23/18,77,65
USW00094728,8/24/18,82,65
USW00094728,8/25/18,80,68
USW00094728,8/26/18,83,69
USW00094728,8/27/18,88,74
USW00094728,8/28/18,94,79
USW00094728,8/29/18,92,81
USW00094728,8/30/18,90,78
USW00094728,8/31/18,78,69
USW00094728,9/1/18,78,69
USW00094728,9/2/18,81,68
USW00094728,9/3/18,90,75
USW00094728,9/4/18,92,77
USW00094728,9/5/18,89,77
USW00094728,9/6/18,93,73
USW00094728,9/7/18,75,69
USW00094728,9/8/18,71,61
USW00094728,9/9/18,62,55
USW00094728,9/10/18,64,54
USW00094728,9/11/18,74,62
USW00094728,9/12/18,77,71
USW00094728,9/13/18,76,69
USW00094728,9/14/18,75,68
USW00094728,9/15/18,80,67
USW00094728,9/16/18,84,67
USW00094728,9/17/18,79,68
USW00094728,9/18/18,79,70
USW00094728,9/19/18,81,68
USW00094728,9/20/18,72,65
USW00094728,9/21/18,72,67
USW00094728,9/22/18,74,62
USW00094728,9/23/18,66,60
USW00094728,9/24/18,69,57
USW00094728,9/25/18,73,59
USW00094728,9/26/18,82,69
USW00094728,9/27/18,72,61
USW00094728,9/28/18,65,56
USW00094728,9/29/18,72,58
USW00094728,9/30/18,70,54
USW00094728,10/1/18,76,63
USW00094728,10/2/18,77,65
USW00094728,10/3/18,74,63
USW00094728,10/4/18,76,61
USW00094728,10/5/18,71,60
USW00094728,10/6/18,68,63
USW00094728,10/7/18,79,67
USW00094728,10/8/18,74,64
USW00094728,10/9/18,77,66
USW00094728,10/10/18,80,71
USW00094728,10/11/18,77,69
USW00094728,10/12/18,68,51
USW00094728,10/13/18,55,46
USW00094728,10/14/18,58,47
USW00094728,10/15/18,68,52
USW00094728,10/16/18,60,47
USW00094728,10/17/18,61,46
USW00094728,10/18/18,50,42
USW00094728,10/19/18,60,43
USW00094728,10/20/18,62,51
USW00094728,10/21/18,51,39
USW00094728,10/22/18,50,39
USW00094728,10/23/18,63,49
USW00094728,10/24/18,54,44
USW00094728,10/25/18,51,40
USW00094728,10/26/18,50,38
USW00094728,10/27/18,51,44
USW00094728,10/28/18,52,45
USW00094728,10/29/18,56,47
USW00094728,10/30/18,55,42
USW00094728,10/31/18,64,44
USW00094728,11/1/18,70,57
USW00094728,11/2/18,72,64
USW00094728,11/3/18,65,48
USW00094728,11/4/18,55,43
USW00094728,11/5/18,53,48
USW00094728,11/6/18,59,49
USW00094728,11/7/18,62,51
USW00094728,11/8/18,56,45
USW00094728,11/9/18,52,40
USW00094728,11/10/18,50,34
USW00094728,11/11/18,46,33
USW00094728,11/12/18,49,37
USW00094728,11/13/18,50,43
USW00094728,11/14/18,43,32
USW00094728,11/15/18,40,28
USW00094728,11/16/18,45,34
USW00094728,11/17/18,47,37
USW00094728,11/18/18,44,39
USW00094728,11/19/18,50,41
USW00094728,11/20/18,47,39
USW00094728,11/21/18,44,27
USW00094728,11/22/18,28,17
USW00094728,11/23/18,32,15
USW00094728,11/24/18,49,31
USW00094728,11/25/18,55,45
USW00094728,11/26/18,53,45
USW00094728,11/27/18,45,37
USW00094728,11/28/18,42,36
USW00094728,11/29/18,46,38
USW00094728,11/30/18,43,38
USW00094728,12/1/18,46,36
USW00094728,12/2/18,56,42
USW00094728,12/3/18,55,46
USW00094728,12/4/18,46,31
USW00094728,12/5/18,37,28
USW00094728,12/6/18,40,30
USW00094728,12/7/18,39,28
USW00094728,12/8/18,36,24
USW00094728,12/9/18,36,28
USW00094728,12/10/18,39,29
USW00094728,12/11/18,41,29
USW00094728,12/12/18,41,33
USW00094728,12/13/18,40,33
USW00094728,12/14/18,51,40
USW00094728,12/15/18,52,46
USW00094728,12/16/18,46,35
USW00094728,12/17/18,46,37
USW00094728,12/18/18,40,28
USW00094728,12/19/18,42,26
USW00094728,12/20/18,47,37
USW00094728,12/21/18,61,47
USW00094728,12/22/18,54,40
USW00094728,12/23/18,43,36
USW00094728,12/24/18,43,36
USW00094728,12/25/18,40,33
USW00094728,12/26/18,43,32
USW00094728,12/27/18,44,37
USW00094728,12/28/18,60,43
USW00094728,12/29/18,57,39
USW00094728,12/30/18,40,33
USW00094728,12/31/18,48,36
USW00094728,1/1/19,58,39
USW00094728,1/2/19,40,35
USW00094728,1/3/19,44,37
USW00094728,1/4/19,47,35
USW00094728,1/5/19,47,41
USW00094728,1/6/19,49,31
USW00094728,1/7/19,34,25
USW00094728,1/8/19,45,34
USW00094728,1/9/19,45,34
USW00094728,1/10/19,34,28
USW00094728,1/11/19,30,21
USW00094728,1/12/19,34,20
USW00094728,1/13/19,33,25
USW00094728,1/14/19,32,22
USW00094728,1/15/19,36,25
USW00094728,1/16/19,39,30
USW00094728,1/17/19,33,24
USW00094728,1/18/19,39,29
USW00094728,1/19/19,37,32
USW00094728,1/20/19,42,14
USW00094728,1/21/19,14,4
USW00094728,1/22/19,31,13
USW00094728,1/23/19,52,31
USW00094728,1/24/19,59,35
USW00094728,1/25/19,40,28
USW00094728,1/26/19,35,24
USW00094728,1/27/19,49,32
USW00094728,1/28/19,38,25
USW00094728,1/29/19,43,25
USW00094728,1/30/19,35,6
USW00094728,1/31/19,16,2
USW00094728,2/1/19,21,11
USW00094728,2/2/19,34,16
USW00094728,2/3/19,53,33
USW00094728,2/4/19,61,41
USW00094728,2/5/19,65,44
USW00094728,2/6/19,46,35
USW00094728,2/7/19,44,39
USW00094728,2/8/19,55,32
USW00094728,2/9/19,32,23
USW00094728,2/10/19,35,23
USW00094728,2/11/19,38,30
USW00094728,2/12/19,36,26
USW00094728,2/13/19,41,33
USW00094728,2/14/19,46,33
USW00094728,2/15/19,59,42
USW00094728,2/16/19,47,32
USW00094728,2/17/19,38,26
USW00094728,2/18/19,42,26
USW00094728,2/19/19,36,23
USW00094728,2/20/19,33,26
USW00094728,2/21/19,52,33
USW00094728,2/22/19,44,36
USW00094728,2/23/19,42,32
USW00094728,2/24/19,47,36
USW00094728,2/25/19,43,28
USW00094728,2/26/19,36,25
USW00094728,2/27/19,31,23
USW00094728,2/28/19,37,27
USW00094728,3/1/19,35,26
USW00094728,3/2/19,41,31
USW00094728,3/3/19,42,33
USW00094728,3/4/19,38,28
USW00094728,3/5/19,32,20
USW00094728,3/6/19,26,19
USW00094728,3/7/19,32,18
USW00094728,3/8/19,39,24
USW00094728,3/9/19,49,34
USW00094728,3/10/19,43,35
USW00094728,3/11/19,53,39
USW00094728,3/12/19,44,34
USW00094728,3/13/19,49,32
USW00094728,3/14/19,57,42
USW00094728,3/15/19,75,49
USW00094728,3/16/19,58,37
USW00094728,3/17/19,45,34
USW00094728,3/18/19,46,32
USW00094728,3/19/19,51,35
USW00094728,3/20/19,53,37
USW00094728,3/21/19,46,41
USW00094728,3/22/19,49,38
USW00094728,3/23/19,48,35
USW00094728,3/24/19,60,38
USW00094728,3/25/19,56,42
USW00094728,3/26/19,49,33
USW00094728,3/27/19,47,34
USW00094728,3/28/19,53,37
USW00094728,3/29/19,59,49
USW00094728,3/30/19,70,52
USW00094728,3/31/19,65,39
USW00094728,4/1/19,46,33
USW00094728,4/2/19,52,39
USW00094728,4/3/19,67,41
USW00094728,4/4/19,60,44
USW00094728,4/5/19,45,38
USW00094728,4/6/19,68,39
USW00094728,4/7/19,66,51
USW00094728,4/8/19,79,49
USW00094728,4/9/19,51,46
USW00094728,4/10/19,60,45
USW00094728,4/11/19,55,40
USW00094728,4/12/19,68,46
USW00094728,4/13/19,77,59
USW00094728,4/14/19,73,60
USW00094728,4/15/19,65,46
USW00094728,4/16/19,66,44
USW00094728,4/17/19,63,48
USW00094728,4/18/19,62,51
USW00094728,4/19/19,80,58
USW00094728,4/20/19,64,55
USW00094728,4/21/19,66,53
USW00094728,4/22/19,64,52
USW00094728,4/23/19,77,56
USW00094728,4/24/19,69,55
USW00094728,4/25/19,66,48
USW00094728,4/26/19,59,51
USW00094728,4/27/19,58,47
USW00094728,4/28/19,53,45
USW00094728,4/29/19,60,41
USW00094728,4/30/19,60,48
USW00094728,5/1/19,56,50
USW00094728,5/2/19,78,50
USW00094728,5/3/19,56,50
USW00094728,5/4/19,71,53
USW00094728,5/5/19,58,51
USW00094728,5/6/19,74,51
USW00094728,5/7/19,70,52
USW00094728,5/8/19,71,55
USW00094728,5/9/19,61,53
USW00094728,5/10/19,73,56
USW00094728,5/11/19,69,56
USW00094728,5/12/19,59,43
USW00094728,5/13/19,48,42
USW00094728,5/14/19,52,44
USW00094728,5/15/19,69,44
USW00094728,5/16/19,73,52
USW00094728,5/17/19,76,60
USW00094728,5/18/19,75,56
USW00094728,5/19/19,76,60
USW00094728,5/20/19,85,66
USW00094728,5/21/19,71,56
USW00094728,5/22/19,74,54
USW00094728,5/23/19,72,55
USW00094728,5/24/19,73,61
USW00094728,5/25/19,71,55
USW00094728,5/26/19,86,59
USW00094728,5/27/19,80,64
USW00094728,5/28/19,71,62
USW00094728,5/29/19,70,56
USW00094728,5/30/19,70,57
USW00094728,5/31/19,80,63
USW00094728,6/1/19,80,63
USW00094728,6/2/19,81,61
USW00094728,6/3/19,70,58
USW00094728,6/4/19,70,54
USW00094728,6/5/19,81,64
USW00094728,6/6/19,83,68
USW00094728,6/7/19,81,66
USW00094728,6/8/19,81,63
USW00094728,6/9/19,78,60
USW00094728,6/10/19,70,60
USW00094728,6/11/19,77,63
USW00094728,6/12/19,74,59
USW00094728,6/13/19,65,55
USW00094728,6/14/19,73,58
USW00094728,6/15/19,81,60
USW00094728,6/16/19,80,65
USW00094728,6/17/19,76,69
USW00094728,6/18/19,73,67
USW00094728,6/19/19,71,66
USW00094728,6/20/19,78,65
USW00094728,6/21/19,77,65
USW00094728,6/22/19,79,61
USW00094728,6/23/19,83,64
USW00094728,6/24/19,84,67
USW00094728,6/25/19,84,72
USW00094728,6/26/19,87,72
USW00094728,6/27/19,89,71
USW00094728,6/28/19,89,73
USW00094728,6/29/19,91,72
USW00094728,6/30/19,83,69
